employee_id,home_area,latitude,longitude,distance_to_workplace_km,walk_to_station_min,waiting_time_min,public_transport_min,transfer_count,station_to_work_min,door_to_door_min,commute_group,connectivity_score,adoption_score,adoption_category
EMP0394,Hamburg-Wandsbek,53.616039,10.056258,32.71,7.1,3.5,31.5,0,15.3,57.3,46–60 min,53.9,48.7,Medium
EMP0395,Hamburg-Altona,53.553773,9.91577,21.38,9.5,10.4,29.9,3,8.8,70.5,>60 min,30.1,31.4,Low
EMP0396,Hamburg-Nord,53.587942,9.990905,6.58,13.1,8.5,33.4,0,4.8,59.9,46–60 min,56.1,52.2,Medium
EMP0397,Hamburg-Harburg,53.478908,9.958969,20.15,9.0,11.7,41.2,3,3.9,77.7,>60 min,29.5,32.2,Low
EMP0398,Hamburg-Eimsbüttel,53.606806,9.931283,14.98,12.8,6.0,23.9,1,10.2,57.0,46–60 min,47.9,44.4,Medium
EMP0399,Hamburg-Nord,53.605864,10.022248,13.91,8.3,5.9,36.5,2,10.9,69.5,>60 min,35.7,34.9,Low
EMP0400,Hamburg-Nord,53.618704,10.073827,17.45,11.1,9.4,28.1,1,4.4,57.0,46–60 min,55.4,54.1,Medium
EMP0401,Hamburg-Eimsbüttel,53.592264,9.976446,9.36,3.5,5.6,34.9,0,8.0,52.0,46–60 min,69.2,67.4,Medium
EMP0402,Norderstedt,53.693416,9.964523,14.46,6.8,2.0,14.3,1,2.4,29.5,≤30 min,85.1,86.4,High
EMP0403,Hamburg-Bergedorf,53.512702,10.181006,32.77,11.0,8.7,42.5,2,6.0,76.2,>60 min,32.2,31.9,Low
EMP0404,Hamburg-Altona,53.459809,9.940367,20.71,9.9,6.0,36.5,0,5.8,58.3,46–60 min,59.6,56.4,Medium
EMP0405,Pinneberg,53.691112,9.809065,20.63,9.9,8.6,39.2,2,9.3,75.1,>60 min,30.8,29.8,Low
EMP0406,Norderstedt,53.722202,9.97762,7.89,3.3,8.1,18.2,1,2.0,35.6,31–45 min,81.2,82.7,High
EMP0407,Hamburg-Eimsbüttel,53.613647,9.956002,21.09,9.4,6.1,44.0,1,9.5,73.1,>60 min,38.3,35.7,Low
EMP0408,Hamburg-Harburg,53.456324,9.978378,32.46,7.1,11.8,51.9,2,10.3,89.1,>60 min,24.6,24.0,Low
EMP0409,Hamburg-Altona,53.554928,9.99473,17.41,9.7,4.2,35.5,1,7.7,61.1,>60 min,50.2,48.3,Medium
EMP0410,Pinneberg,53.679772,9.77235,34.39,6.7,4.5,35.6,1,6.0,56.8,46–60 min,58.4,57.9,Medium
EMP0411,Hamburg-Wandsbek,53.612548,10.055561,18.76,7.9,5.8,44.8,0,8.2,66.6,>60 min,52.2,48.7,Medium
EMP0412,Hamburg-Wandsbek,53.543021,9.969972,23.88,4.9,2.6,25.5,0,2.7,35.7,31–45 min,86.6,86.2,High
EMP0413,Hamburg-Altona,53.550731,9.909939,19.89,4.9,8.3,29.2,1,6.6,52.9,46–60 min,63.0,63.1,Medium
EMP0414,Norderstedt,53.678798,9.988637,9.56,5.8,8.5,23.4,1,5.7,47.4,46–60 min,67.6,67.8,Medium
EMP0415,Hamburg-Altona,53.541242,9.952009,10.26,7.7,3.1,34.6,0,5.4,50.8,46–60 min,68.6,66.3,Medium
EMP0416,Hamburg-Eimsbüttel,53.588955,9.953788,13.32,5.9,4.4,39.1,3,15.6,76.9,>60 min,21.5,21.7,Low
EMP0417,Hamburg-Altona,53.600423,9.938027,13.43,8.8,3.1,37.1,0,12.0,61.0,>60 min,52.3,47.5,Medium
EMP0418,Hamburg-Bergedorf,53.523751,10.235258,26.44,6.1,7.6,42.8,2,6.1,70.7,>60 min,41.5,42.8,Medium
EMP0419,Hamburg-Altona,53.55224,9.958785,26.47,8.8,6.3,33.0,1,5.8,57.9,46–60 min,55.6,54.6,Medium
EMP0420,Norderstedt,53.703793,9.995661,2.16,4.5,7.3,24.1,2,2.6,46.5,46–60 min,66.4,69.5,Medium
EMP0421,Hamburg-Wandsbek,53.590418,9.983904,23.72,6.3,7.3,30.9,2,11.3,63.9,>60 min,42.0,41.7,Medium
EMP0422,Hamburg-Altona,53.52027,9.944746,18.07,5.3,7.3,31.1,0,7.8,51.5,46–60 min,68.0,65.7,Medium
EMP0423,Hamburg-Altona,53.551889,9.911566,17.67,7.0,2.0,31.7,0,7.5,48.2,46–60 min,69.4,66.8,Medium
EMP0424,Hamburg-Altona,53.549649,9.92936,19.37,10.7,4.8,33.6,0,10.4,59.5,46–60 min,53.2,48.3,Medium
EMP0425,Hamburg-Wandsbek,53.593761,10.097684,27.2,8.8,2.0,28.2,0,10.3,49.2,46–60 min,64.1,60.1,Medium
EMP0426,Hamburg-Harburg,53.460375,10.065724,24.72,3.7,4.5,40.1,1,13.4,65.7,>60 min,46.5,44.5,Medium
EMP0427,Hamburg-Eimsbüttel,53.615022,9.955,7.01,8.9,8.6,41.6,1,12.8,76.0,>60 min,33.0,29.5,Low
EMP0428,Hamburg-Harburg,53.415821,9.977857,22.9,1.0,6.4,50.2,0,7.0,64.6,>60 min,61.9,60.9,Medium
EMP0429,Hamburg-Altona,53.505299,9.895429,20.41,8.1,5.6,43.8,0,7.0,64.5,>60 min,55.0,51.9,Medium
EMP0430,Hamburg-Harburg,53.452114,10.014238,32.4,8.0,2.0,49.6,0,13.9,73.6,>60 min,40.3,34.9,Low
EMP0431,Norderstedt,53.689642,10.00935,10.26,3.4,6.6,28.8,1,9.1,51.7,46–60 min,63.0,62.8,Medium
EMP0432,Hamburg-Bergedorf,53.471466,10.22439,30.4,6.6,6.4,63.8,1,4.0,84.8,>60 min,36.9,36.4,Low
EMP0433,Hamburg-Wandsbek,53.561469,10.13144,19.17,7.9,5.2,19.1,2,8.5,48.8,46–60 min,56.1,56.6,Medium
EMP0434,Hamburg-Harburg,53.422375,9.955652,16.32,6.2,6.9,39.8,3,10.3,75.2,>60 min,27.9,29.7,Low
EMP0435,Hamburg-Altona,53.557624,9.904917,22.42,3.2,7.4,17.9,0,5.8,34.2,31–45 min,86.9,86.3,High
EMP0436,Hamburg-Altona,53.529873,9.935736,23.78,3.4,6.8,33.7,0,4.6,48.4,46–60 min,75.8,75.1,High
EMP0437,Hamburg-Altona,53.532688,9.919129,11.2,7.0,8.9,50.3,1,7.4,77.7,>60 min,38.9,37.5,Low
EMP0438,Hamburg-Nord,53.612595,9.993017,6.78,7.3,6.0,34.8,0,3.2,51.3,46–60 min,70.8,69.3,Medium
EMP0439,Hamburg-Bergedorf,53.469449,10.257794,23.75,7.0,5.6,48.8,2,14.5,83.8,>60 min,21.1,19.3,Low
EMP0440,Hamburg-Wandsbek,53.572793,10.087912,24.65,9.7,7.4,29.2,2,9.6,64.0,>60 min,40.2,39.5,Low
EMP0441,Hamburg-Harburg,53.429355,9.977291,23.0,12.8,4.3,54.4,1,7.5,83.0,>60 min,28.5,25.2,Low
EMP0442,Hamburg-Altona,53.589218,9.958552,32.64,9.8,9.9,36.5,3,11.8,79.9,>60 min,18.8,18.9,Low
EMP0443,Hamburg-Bergedorf,53.526889,10.228581,23.47,5.1,7.2,47.2,1,6.5,70.0,>60 min,48.3,47.9,Medium
EMP0444,Hamburg-Altona,53.557614,9.895548,24.97,2.8,4.3,36.2,0,7.8,51.2,46–60 min,70.7,69.2,Medium
EMP0445,Hamburg-Eimsbüttel,53.592091,9.927217,22.34,3.8,8.0,41.6,0,11.4,64.7,>60 min,54.8,51.6,Medium
EMP0446,Hamburg-Wandsbek,53.597971,10.061743,16.28,13.2,9.4,34.9,2,9.6,75.1,>60 min,27.2,25.2,Low
EMP0447,Pinneberg,53.686105,9.828249,17.85,7.2,7.2,38.7,1,5.7,62.9,>60 min,53.0,52.4,Medium
EMP0448,Hamburg-Wandsbek,53.510625,10.101311,22.48,5.5,9.1,23.4,0,7.8,45.8,46–60 min,72.7,70.5,High
EMP0449,Hamburg-Altona,53.555775,9.922716,16.1,5.3,4.0,39.0,0,6.0,54.3,46–60 min,67.4,65.6,Medium
EMP0450,Hamburg-Wandsbek,53.569377,10.058293,5.57,4.7,8.5,40.7,1,7.0,64.9,>60 min,52.6,52.3,Medium
EMP0451,Hamburg-Altona,53.609016,9.891837,9.73,8.4,6.9,43.0,1,9.7,72.0,>60 min,40.0,37.6,Low
EMP0452,Norderstedt,53.675903,9.968068,6.61,7.3,3.4,24.2,1,9.2,48.0,46–60 min,62.2,60.9,Medium
EMP0453,Hamburg-Wandsbek,53.575972,10.069518,16.64,9.3,5.1,35.3,0,11.2,60.9,>60 min,52.6,47.9,Medium
EMP0454,Hamburg-Altona,53.527541,9.944061,22.55,5.9,2.0,35.9,0,9.3,53.1,46–60 min,64.6,61.7,Medium
EMP0455,Hamburg-Altona,53.523982,9.919687,17.48,10.3,7.2,22.7,1,4.2,48.4,46–60 min,63.7,63.0,Medium
EMP0456,Hamburg-Altona,53.473275,9.931377,17.44,4.4,4.4,27.8,1,10.7,51.3,46–60 min,60.8,59.8,Medium
EMP0457,Pinneberg,53.690347,9.763219,17.68,7.5,9.0,24.9,1,10.5,55.9,46–60 min,54.0,52.0,Medium
EMP0458,Hamburg-Nord,53.555753,9.956187,14.26,10.1,4.9,16.8,1,5.7,41.5,31–45 min,68.4,67.4,Medium
EMP0459,Hamburg-Bergedorf,53.459425,10.226091,36.57,12.1,8.3,39.6,2,10.7,78.7,>60 min,24.1,22.0,Low
EMP0460,Hamburg-Wandsbek,53.550827,10.072362,26.81,7.9,4.4,34.9,1,7.2,58.4,46–60 min,54.6,53.4,Medium
EMP0461,Hamburg-Wandsbek,53.651983,10.070293,21.71,7.1,7.0,21.0,2,9.1,52.3,46–60 min,53.3,53.8,Medium
EMP0462,Hamburg-Altona,53.522479,9.915843,15.89,11.7,6.7,37.3,0,8.1,63.9,>60 min,50.8,46.2,Medium
EMP0463,Norderstedt,53.654094,10.035759,2.6,6.3,3.0,27.7,0,7.3,44.4,31–45 min,73.6,71.3,High
EMP0464,Hamburg-Eimsbüttel,53.632796,9.926323,22.45,8.9,6.0,21.3,1,9.4,49.6,46–60 min,58.9,56.9,Medium
EMP0465,Hamburg-Wandsbek,53.616151,10.066703,17.1,4.9,6.6,50.8,1,5.4,71.7,>60 min,48.1,48.1,Medium
EMP0466,Hamburg-Wandsbek,53.613116,10.073005,25.51,7.2,11.3,36.5,2,9.8,72.8,>60 min,34.9,34.7,Low
EMP0467,Hamburg-Wandsbek,53.636861,10.096794,18.94,5.9,6.3,39.4,1,10.0,65.5,>60 min,47.8,46.3,Medium
EMP0468,Norderstedt,53.700337,9.996534,5.06,10.1,8.4,22.7,3,8.8,62.0,>60 min,36.8,38.1,Low
EMP0469,Hamburg-Altona,53.501546,9.938381,26.47,6.3,4.0,32.5,0,9.4,52.2,46–60 min,64.9,61.8,Medium
EMP0470,Hamburg-Nord,53.629844,9.993731,20.13,12.8,8.1,30.0,2,5.7,64.6,>60 min,40.5,40.0,Medium
EMP0471,Hamburg-Nord,53.615304,9.992845,21.7,6.1,3.5,25.0,1,9.5,48.1,46–60 min,63.0,61.9,Medium
EMP0472,Hamburg-Nord,53.607239,10.007041,16.36,5.9,9.5,21.2,0,2.3,38.9,31–45 min,83.6,83.1,High
EMP0473,Hamburg-Altona,53.532021,9.914929,9.56,5.1,7.8,32.5,0,14.2,59.6,46–60 min,54.9,50.6,Medium
EMP0474,Hamburg-Altona,53.551953,9.938305,23.7,7.8,5.5,58.0,0,7.8,79.0,>60 min,42.1,38.5,Low
EMP0475,Hamburg-Eimsbüttel,53.545706,9.935,16.43,4.9,9.9,36.1,2,8.3,67.2,>60 min,43.6,44.7,Medium
EMP0476,Hamburg-Eimsbüttel,53.549987,9.940152,7.18,7.3,7.5,28.2,2,8.8,59.8,46–60 min,47.0,47.3,Medium
EMP0477,Hamburg-Nord,53.645895,10.046526,7.3,4.0,6.6,35.9,2,9.1,63.6,>60 min,46.7,47.8,Medium
EMP0478,Hamburg-Wandsbek,53.575364,10.09285,22.29,9.8,8.8,22.2,2,10.8,59.5,46–60 min,42.7,41.7,Medium
EMP0479,Hamburg-Wandsbek,53.55411,10.091755,20.57,7.1,5.2,25.3,1,10.6,52.2,46–60 min,57.4,55.6,Medium
EMP0480,Hamburg-Nord,53.641649,10.024216,16.93,5.8,6.6,36.8,0,7.4,56.6,46–60 min,63.6,61.1,Medium
EMP0481,Hamburg-Nord,53.65435,10.043556,22.26,17.7,9.4,32.6,1,11.2,74.8,>60 min,27.7,22.3,Low
EMP0482,Hamburg-Altona,53.579101,9.949914,23.14,4.2,5.5,24.1,0,9.5,43.2,31–45 min,74.5,72.2,High
EMP0483,Hamburg-Wandsbek,53.623792,10.058324,27.23,9.6,6.5,37.2,2,5.0,66.3,>60 min,42.9,43.5,Medium
EMP0484,Hamburg-Eimsbüttel,53.536854,9.959572,27.85,9.8,5.6,17.2,1,6.0,42.6,31–45 min,67.4,66.4,Medium
EMP0485,Hamburg-Altona,53.605124,9.949409,25.56,5.0,5.0,36.4,1,10.7,61.1,>60 min,51.7,50.3,Medium
EMP0486,Hamburg-Nord,53.608737,10.038587,7.56,5.3,7.9,49.4,0,9.0,71.7,>60 min,49.6,46.5,Medium
EMP0487,Hamburg-Nord,53.600664,10.06053,12.81,9.2,11.6,23.5,2,5.7,58.0,46–60 min,49.7,50.4,Medium
EMP0488,Hamburg-Eimsbüttel,53.593976,9.983247,22.44,10.1,6.4,23.7,1,5.1,49.4,46–60 min,62.3,61.3,Medium
EMP0489,Hamburg-Wandsbek,53.641975,10.150791,22.13,2.2,4.8,43.6,1,8.8,63.3,>60 min,54.6,54.5,Medium
EMP0490,Hamburg-Nord,53.660627,10.053074,13.82,5.6,5.8,34.5,0,9.6,55.4,46–60 min,62.7,59.7,Medium
EMP0491,Hamburg-Wandsbek,53.592016,10.084243,23.13,4.8,7.3,45.1,0,10.4,67.6,>60 min,52.2,48.9,Medium
EMP0492,Hamburg-Wandsbek,53.565232,10.090366,21.82,1.9,7.5,32.7,1,7.8,53.9,46–60 min,63.9,64.5,Medium
EMP0493,Hamburg-Wandsbek,53.580316,10.062443,19.42,11.0,6.4,38.0,1,5.5,64.8,>60 min,47.8,46.0,Medium
EMP0494,Hamburg-Eimsbüttel,53.575133,9.994547,26.89,8.4,5.4,29.4,1,13.8,61.0,>60 min,45.4,42.0,Medium
EMP0495,Hamburg-Bergedorf,53.484541,10.213918,35.38,10.3,5.2,47.5,0,8.9,71.8,>60 min,44.7,40.1,Medium
EMP0496,Hamburg-Nord,53.655826,10.05438,14.28,7.2,3.7,39.8,0,11.0,61.7,>60 min,54.2,50.2,Medium
EMP0497,Hamburg-Nord,53.561434,9.995143,3.46,4.2,8.2,22.6,0,7.2,42.2,31–45 min,77.6,76.1,High
EMP0498,Hamburg-Wandsbek,53.523292,10.121592,29.05,8.9,6.2,41.5,0,9.9,66.4,>60 min,49.7,45.4,Medium
EMP0499,Hamburg-Eimsbüttel,53.575769,9.922869,6.49,7.1,8.8,21.4,1,10.2,51.5,46–60 min,58.4,56.7,Medium
EMP0500,Hamburg-Nord,53.62837,10.048755,2.14,9.5,9.2,40.3,1,10.3,73.4,>60 min,37.2,34.2,Low
EMP0501,Hamburg-Bergedorf,53.510044,10.203068,29.76,7.2,4.6,55.5,0,4.4,71.8,>60 min,52.3,50.0,Medium
EMP0502,Norderstedt,53.662837,10.01047,8.89,3.9,2.0,30.1,0,8.3,44.3,31–45 min,75.0,73.2,High
EMP0503,Norderstedt,53.656753,10.003195,6.97,3.2,7.5,17.3,1,6.0,37.9,31–45 min,78.1,79.2,High
EMP0504,Hamburg-Nord,53.58389,10.072733,10.8,7.8,8.3,24.3,2,11.5,60.0,46–60 min,43.6,43.0,Medium
EMP0505,Hamburg-Nord,53.626744,10.015166,17.4,4.9,7.7,34.6,1,5.8,57.0,46–60 min,60.2,60.4,Medium
EMP0506,Hamburg-Bergedorf,53.51736,10.2146,32.23,4.8,9.5,40.2,1,7.6,66.0,>60 min,50.9,50.3,Medium
EMP0507,Hamburg-Eimsbüttel,53.590885,9.972167,10.71,6.6,2.9,28.9,0,9.4,47.8,46–60 min,68.3,65.3,Medium
EMP0508,Hamburg-Harburg,53.512264,9.958884,32.78,5.0,8.1,40.7,1,10.0,67.9,>60 min,46.6,45.2,Medium
EMP0509,Hamburg-Nord,53.620573,10.001979,16.7,5.0,5.4,28.0,1,5.8,48.3,46–60 min,67.5,67.9,Medium
EMP0510,Hamburg-Altona,53.529726,9.937225,13.46,9.8,2.0,27.9,0,10.2,49.8,46–60 min,62.7,58.4,Medium
EMP0511,Hamburg-Altona,53.552371,9.888768,22.41,5.2,5.9,24.2,0,6.5,41.7,31–45 min,77.9,76.3,High
EMP0512,Hamburg-Harburg,53.474209,9.955818,32.07,6.1,6.0,41.8,2,6.8,68.7,>60 min,42.6,43.6,Medium
EMP0513,Hamburg-Altona,53.550876,9.913427,18.63,10.5,5.4,22.7,0,7.5,46.2,46–60 min,67.6,64.0,Medium
EMP0514,Hamburg-Eimsbüttel,53.578314,9.959275,8.73,9.8,10.6,33.3,3,7.9,73.7,>60 min,28.1,29.4,Low
EMP0515,Hamburg-Eimsbüttel,53.592966,9.946049,9.97,9.8,8.7,31.5,2,4.4,62.3,>60 min,46.7,47.6,Medium
EMP0516,Hamburg-Altona,53.600744,10.009678,11.94,9.7,6.8,32.6,2,6.1,63.2,>60 min,44.4,44.7,Medium
EMP0517,Hamburg-Eimsbüttel,53.579898,9.971614,15.25,9.3,4.1,25.8,1,4.0,47.3,46–60 min,65.9,65.5,Medium
EMP0518,Hamburg-Bergedorf,53.520925,10.238562,24.93,7.0,7.1,53.0,2,3.3,78.3,>60 min,37.0,38.7,Low
EMP0519,Hamburg-Altona,53.575494,9.929378,16.61,9.5,5.3,25.6,0,12.5,52.9,46–60 min,58.0,53.1,Medium
EMP0520,Hamburg-Harburg,53.449353,9.958513,29.92,5.0,7.4,46.4,1,8.2,71.0,>60 min,45.8,44.9,Medium
EMP0521,Hamburg-Harburg,53.458042,9.986884,26.7,8.9,7.0,58.5,3,7.0,93.4,>60 min,20.6,22.3,Low
EMP0522,Hamburg-Eimsbüttel,53.575789,9.961817,15.38,9.4,9.3,26.5,3,10.8,67.9,>60 min,30.5,31.3,Low
EMP0523,Hamburg-Altona,53.564069,9.803327,27.37,15.6,4.0,39.3,0,8.6,67.5,>60 min,43.3,37.4,Low
EMP0524,Hamburg-Wandsbek,53.502751,10.095615,21.95,10.0,8.4,22.0,1,13.8,58.2,46–60 min,46.2,42.4,Medium
EMP0525,Hamburg-Altona,53.585887,9.875364,30.5,11.5,7.9,38.7,1,9.1,71.1,>60 min,38.4,35.3,Low
EMP0526,Hamburg-Eimsbüttel,53.570687,9.901255,12.71,3.5,10.7,19.3,3,5.5,50.9,46–60 min,56.3,60.8,Medium
EMP0527,Ahrensburg,53.672613,10.24294,30.01,7.0,8.6,45.3,2,8.0,76.9,>60 min,33.4,33.7,Low
EMP0528,Pinneberg,53.656796,9.787297,16.18,7.4,6.6,44.2,1,6.1,68.2,>60 min,47.9,47.0,Medium
EMP0529,Hamburg-Bergedorf,53.471709,10.194371,41.37,3.1,3.9,49.9,0,9.1,66.0,>60 min,56.6,54.2,Medium
EMP0530,Hamburg-Eimsbüttel,53.566207,9.943274,26.87,5.0,4.7,44.3,1,2.8,60.8,>60 min,59.7,60.6,Medium
EMP0531,Hamburg-Wandsbek,53.625061,10.100959,20.33,12.3,4.3,55.6,2,10.0,90.2,>60 min,19.7,17.6,Low
EMP0532,Hamburg-Wandsbek,53.615351,9.970383,17.22,8.1,6.8,39.8,1,5.0,63.7,>60 min,52.1,51.5,Medium
EMP0533,Hamburg-Eimsbüttel,53.600909,9.961811,13.22,9.1,5.0,19.9,0,15.7,49.8,46–60 min,57.8,52.0,Medium
EMP0534,Hamburg-Wandsbek,53.565979,10.120158,11.74,8.5,6.9,38.1,1,10.4,67.9,>60 min,42.8,40.3,Medium
EMP0535,Hamburg-Altona,53.496245,9.948568,17.98,4.0,5.1,34.3,0,2.0,45.3,46–60 min,78.4,77.8,High
EMP0536,Hamburg-Altona,53.57161,9.950622,23.5,10.0,7.3,43.1,0,2.7,63.0,>60 min,58.7,56.3,Medium
EMP0537,Hamburg-Nord,53.61974,10.053513,14.33,10.6,4.7,18.0,0,2.5,35.9,31–45 min,81.3,79.4,High
EMP0538,Hamburg-Altona,53.624337,9.951992,2.0,11.4,7.1,35.9,1,5.4,63.9,>60 min,48.3,46.4,Medium
EMP0539,Hamburg-Altona,53.54885,9.939485,29.91,6.2,4.0,31.2,0,13.8,55.2,46–60 min,58.0,53.5,Medium
EMP0540,Hamburg-Harburg,53.460119,10.019313,28.7,11.6,7.1,44.6,1,9.8,77.1,>60 min,32.5,29.0,Low
EMP0541,Pinneberg,53.709227,9.8134,17.66,6.2,4.0,27.7,0,7.2,45.0,46–60 min,73.3,71.1,High
EMP0542,Hamburg-Nord,53.621761,10.08818,6.04,5.3,10.2,41.0,2,5.8,70.3,>60 min,43.0,44.6,Medium
EMP0543,Hamburg-Harburg,53.426153,9.975502,25.74,8.6,8.9,48.3,3,5.7,83.5,>60 min,23.1,25.3,Low
EMP0544,Pinneberg,53.654672,9.806814,22.63,6.3,8.3,55.1,1,5.0,78.7,>60 min,41.2,40.7,Medium
EMP0545,Hamburg-Altona,53.495289,9.95023,18.77,7.2,6.8,36.7,1,9.3,64.0,>60 min,48.5,46.7,Medium
EMP0546,Hamburg-Nord,53.61607,9.995661,13.25,10.9,2.8,26.9,0,15.6,56.1,46–60 min,50.7,44.3,Medium
EMP0547,Hamburg-Eimsbüttel,53.560441,9.94301,7.44,7.5,4.9,39.4,0,2.1,53.9,46–60 min,69.6,68.3,Medium
EMP0548,Hamburg-Altona,53.569091,9.933899,28.68,8.0,6.9,45.5,0,9.4,69.8,>60 min,48.1,44.1,Medium
EMP0549,Hamburg-Bergedorf,53.526971,10.267194,37.89,11.0,11.8,53.2,3,11.2,99.2,>60 min,14.3,14.0,Low
EMP0550,Hamburg-Nord,53.670534,10.025317,14.76,4.9,9.1,25.1,1,9.4,52.6,46–60 min,60.3,59.5,Medium
EMP0551,Hamburg-Nord,53.590589,10.058437,8.99,15.3,7.2,30.2,0,8.5,61.3,>60 min,48.9,43.2,Medium
EMP0552,Hamburg-Altona,53.598607,9.946044,24.7,11.5,4.9,31.1,0,11.4,58.9,46–60 min,52.0,46.6,Medium
EMP0553,Hamburg-Altona,53.587607,9.93577,31.99,13.9,8.4,32.1,0,10.7,65.1,>60 min,44.9,38.9,Low
EMP0554,Norderstedt,53.681803,9.980947,7.31,5.3,5.9,35.4,0,9.7,56.4,46–60 min,61.9,58.9,Medium
EMP0555,Hamburg-Altona,53.600735,9.941101,28.2,8.4,7.9,32.1,1,13.2,65.6,>60 min,42.1,38.8,Low
EMP0556,Hamburg-Eimsbüttel,53.617684,10.017764,14.55,9.7,8.9,36.2,3,7.5,74.4,>60 min,27.9,29.4,Low
EMP0557,Hamburg-Eimsbüttel,53.579301,9.963223,19.55,4.4,6.8,24.3,0,4.2,39.7,31–45 min,82.6,81.9,High
EMP0558,Hamburg-Nord,53.632923,10.027361,5.27,5.9,2.7,29.8,0,7.3,45.7,46–60 min,72.9,70.7,High
EMP0559,Hamburg-Wandsbek,53.5539,10.116712,27.06,9.8,4.4,26.1,2,2.5,50.8,46–60 min,58.4,60.1,Medium
EMP0560,Hamburg-Nord,53.603797,10.023893,14.56,17.6,3.8,35.6,0,2.0,59.0,46–60 min,55.2,50.8,Medium
EMP0561,Hamburg-Altona,53.54998,9.992229,29.57,5.3,3.7,22.4,1,10.3,45.7,46–60 min,65.0,63.9,Medium
EMP0562,Hamburg-Eimsbüttel,53.579407,9.945003,18.63,11.7,8.1,31.3,0,5.6,56.6,46–60 min,59.5,55.9,Medium
EMP0563,Hamburg-Harburg,53.412937,9.957489,24.68,7.8,3.9,45.0,0,11.9,68.7,>60 min,46.8,42.1,Medium
EMP0564,Hamburg-Wandsbek,53.56815,10.086334,21.03,12.5,6.1,43.6,0,7.4,69.6,>60 min,45.8,41.1,Medium
EMP0565,Hamburg-Wandsbek,53.533555,10.087836,16.2,6.5,4.4,45.4,0,2.0,58.3,46–60 min,66.9,65.8,Medium
EMP0566,Hamburg-Wandsbek,53.604083,10.044878,4.09,12.8,9.2,26.9,2,8.6,65.6,>60 min,36.7,35.3,Low
EMP0567,Hamburg-Bergedorf,53.486644,10.194633,34.58,3.7,6.4,51.3,0,7.4,68.9,>60 min,55.2,53.1,Medium
EMP0568,Hamburg-Altona,53.570408,9.894908,19.12,5.1,4.6,21.9,2,11.1,50.6,46–60 min,54.7,55.3,Medium
EMP0569,Hamburg-Eimsbüttel,53.584745,9.942458,24.64,9.5,11.2,26.8,2,8.3,63.9,>60 min,41.9,41.6,Medium
EMP0570,Hamburg-Nord,53.608144,9.979668,24.8,6.1,6.5,34.4,0,7.1,54.0,46–60 min,65.8,63.4,Medium
EMP0571,Hamburg-Eimsbüttel,53.571043,9.931687,20.98,4.0,3.9,31.5,0,10.3,49.8,46–60 min,68.3,65.8,Medium
EMP0572,Hamburg-Harburg,53.438894,9.948442,31.87,6.8,7.7,60.9,1,4.4,83.9,>60 min,36.9,36.3,Low
EMP0573,Hamburg-Nord,53.620613,10.03932,21.86,7.3,7.5,25.8,1,11.3,55.9,46–60 min,53.3,51.1,Medium
EMP0574,Hamburg-Bergedorf,53.487782,10.134255,31.74,10.2,8.1,40.3,1,4.5,67.1,>60 min,47.7,46.4,Medium
EMP0575,Hamburg-Harburg,53.42281,9.938825,21.39,14.2,8.7,61.4,2,5.3,97.6,>60 min,22.5,21.3,Low
EMP0576,Hamburg-Nord,53.594435,10.033933,9.99,10.3,3.9,44.5,1,10.1,72.9,>60 min,36.9,33.8,Low
EMP0577,Norderstedt,53.676002,10.028558,2.75,9.1,5.9,15.3,1,11.0,45.1,46–60 min,61.1,58.7,Medium
EMP0578,Hamburg-Wandsbek,53.575423,10.072501,17.67,8.9,7.6,35.9,0,8.5,61.0,>60 min,55.6,51.9,Medium
EMP0579,Hamburg-Harburg,53.441896,10.039954,25.1,8.4,4.2,48.5,1,5.9,71.1,>60 min,44.6,43.4,Medium
EMP0580,Hamburg-Eimsbüttel,53.587276,9.98215,20.69,11.0,2.1,29.9,0,10.8,53.8,46–60 min,57.3,52.4,Medium
EMP0581,Hamburg-Nord,53.609385,9.988241,16.42,7.4,2.1,31.4,0,7.6,48.4,46–60 min,68.9,66.1,Medium
EMP0582,Hamburg-Nord,53.594562,9.999675,9.29,1.7,11.4,41.6,3,7.6,74.3,>60 min,35.9,39.7,Low
EMP0583,Hamburg-Altona,53.614813,9.885174,30.58,1.8,6.1,28.9,1,11.9,52.6,46–60 min,61.0,60.4,Medium
EMP0584,Hamburg-Eimsbüttel,53.563065,9.990356,16.44,6.9,3.7,39.9,0,4.9,55.5,46–60 min,65.9,64.0,Medium
EMP0585,Norderstedt,53.643823,9.977164,14.96,7.6,9.2,8.0,0,10.0,34.8,31–45 min,77.7,74.5,High
EMP0586,Hamburg-Wandsbek,53.586196,9.988742,17.39,4.4,5.7,40.0,0,13.1,63.2,>60 min,53.7,49.8,Medium
EMP0587,Hamburg-Altona,53.508456,9.941875,26.06,4.7,4.2,40.8,0,8.1,57.9,46–60 min,62.9,60.5,Medium
EMP0588,Hamburg-Eimsbüttel,53.563607,9.946527,14.67,8.2,10.6,30.2,3,13.1,74.1,>60 min,24.1,24.4,Low
EMP0589,Hamburg-Altona,53.546205,9.93311,20.87,10.5,4.8,28.0,1,9.7,57.1,46–60 min,50.7,48.0,Medium
EMP0590,Hamburg-Altona,53.588394,9.964817,16.25,3.1,3.8,27.8,0,12.2,46.9,46–60 min,69.7,66.9,Medium
